"College","Location","Country","Intake","Course","Fees per year","Duration of course","Plustwo","IELTS(9)","TOEFL(120)","PTE(90)","Accomodation","Scholarship","Internship&placement","Partime job","Stayback","Higher studies possible"
"University of Stirling","Stirling","UK","Sep","BAcc (Hons) Accountancy","INR 17.41L","4 yrs","65%","6","","60","","No","No","Yes","Yes","Yes"
"University of Stirling","Stirling","UK","Sep","BA (Hons) in Economics","INR 17.41L","4 yrs","65%","6","","60","","No","No","Yes","Yes","Yes"
"University of Stirling","Stirling","UK","Sep","BA (Hons) in Business Studies","INR 17.41L","4 yrs","65%","6","","60","","No","No","Yes","Yes","Yes"
"University of Stirling","Stirling","UK","Sep","BA (Hons) in Social Work","INR 18.26L","4 yrs","65%","6","","67","INR 8.14L","No","Yes","Yes","Yes","Yes"
"University of Stirling","Stirling","UK","Sep","BA (Hons) Criminology and Sociology","INR 18.26L","4 yrs","65%","6","","60","","No","Yes","Yes","Yes","Yes"
"University of Stirling","Stirling","UK","Sep","BSc (Hons) Nursing Adult","INR 21.65L","4 yrs","65%","7","","67","","No","Yes","Yes","Yes","Yes"
"University of Stirling","Stirling","UK","Sep","LLB (Hons) Law","INR 18.26L","4 yrs","65%","7","","60","INR 11.35L","No","Yes","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BSc Hons in Artificial Intelligence","INR 18.58L","3 yrs","55%","6","","60","","No","Yes","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BSc Hons in Computer Science","INR 18.58L","3 yrs","55%","6","","60","","No","Yes","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BA (Hons) Graphic Design","INR 16.88L","3 yrs","55%","6","","57","INR  4.96L","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BEng in Mechatronics and Robotics Engineering","INR 16.78L","3 yrs","55%","6","","60","","No","Yes","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BSc (Hons) Software Development","INR 17.73L","3 yrs","50%","6","","57","INR 3.35L","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BSc Hons in Cyber Security and Digital Forensics","INR 16.78L","3 yrs","55%","6","","60","","No","Yes","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BSc Hons in Forensic Science","INR 15.93L","3 yrs","55%","6","","60","","No","Yes","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BSc Hons in Pharmaceutical Science","INR 16.78L","3 yrs","55%","6","","60","","No","Yes","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BSc Hons in Biomedical Science","INR 15.93L","3 yrs","55%","6","","60","","No","Yes","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BSc Hons in International Business Management","INR 15.93L","3 yrs","55%","6","","60","","No","No","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BSc Hons in Business Management","INR 15.93L","3 yrs","55%","6","","60","","No","No","Yes","Yes","Yes"
"Anglia Ruskin University","Cambridge","UK","Sep","BSc Hons in International Nursing Studies","INR 15.93L","3 yrs","55%","6.5","","","","No","Yes","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","LLB/LLB (Hons) Law","INR 15.05L","4 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","BA (Hons) International Hospitality Management","INR 15.05L","4 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","Psychology BA (Hons) / BSc (Hons) Full time","INR 12.69L","4 yrs","60%","6","","56","INR 10.39L","No","No","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","Bsc (Hons) Biomedical Science","INR 17.44L","4 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","BEng/BEng (Hons) Civil Engineering","INR 16.48L","4 yrs","60%","6","","56","INR 4.18L","No","No","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","BSc (Hons) Data Science","INR 15.05L","4 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","Beng (Hons) Cybersecurity And Forensics","INR 15.05L","4 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","BEng (Hons) Mechanical Engineering","INR 17.44L","4 yrs","60%","6","","","","No","No","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","BA (Hons) Business Management With Marketing","INR 15.05L","4 yrs","60%","6","","","","No","No","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","BA (Hons) International Tourism And Airline Management ","INR 15.05L","4 yrs","60%","6","","","","No","No","Yes","Yes","Yes"
"Edinburgh Napier University","Edinburgh","UK","Sep","BA (Hons) Accounting","INR 15.05L","4 yrs","60%","6","","","","No","No","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BSc(Hons) in Pharmaceutical Chemistry","INR 16.99L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BSc(Hons) in Paramedic Science","INR 18.05L","3 yrs","60%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BSc in Architectural Technology","INR 15.93L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BA(Hons) Business with Hospitality Management","INR 15.93L","3 yrs","65%","6","","51","INR 3.88L","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BA(Hons) in Fashion Creative Direction","INR 15.93L","3 yrs","60%","6","","","","No","Yes","Yes","No","No"
"University of Huddersfield","Huddersfield","UK","Sep","Business with Travel and Tourism Management BA","INR 15.93L","3 yrs","65%","6","","51","INR 3.81L","No","No","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","Business Economics BSc (Hons)","INR 15.93L","3 yrs","65%","6","","51","INR 3.79L","Yes(Max upto 4.3L)","No","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BSc(Hons) in Biomedical Science","INR 16.99L","3 yrs","70%","7","","","","No","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BSc(Hons) in Mathematics","INR 16.99L","3 yrs","60%","6","","","","No","No","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BSc(Hons) in Biochemistry","INR 16.99L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BSc(Hons) in Psychology","INR 15.93L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BSc (Hons) in Biomedicine","INR 18.69L","3 yrs","65%","6","","66","Unknown","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","Software Engineering BSc (Hons)","INR 16.99L","3 yrs","65%","6","","51","INR 3.79L","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","Mechanical Engineering BEng (Hons)","INR 16.99L","3 yrs","65%","6","","51","INR 3.79L","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BSc(Hons) in Computer Science with Artificial Intelligence","INR 16.99L","3 yrs","65%","6","","","","No","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BEng (Hons) in Chemical Engineering","INR 18.69L","3 yrs","65%","6","","66","","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"University of Huddersfield","Huddersfield","UK","Sep","BSc(Hons) in Sound Engineering and Music Production ","INR 16.99L","3 yrs","60%","6","","","","No","Yes","Yes","Yes","Yes"
"Goldsmiths, University of London","London","UK","Sep","BSc (Hons) Psychology","INR 22.13L","3 yrs","60%","6","","54","INR 8.66L","No","Yes","Yes","Yes","Yes"
"Goldsmiths, University of London","London","UK","Sep","BSc (Hons) in Management with Marketing","INR 20.85L","3 yrs","60%","6","","54","INR 8.66L","No","Yes","Yes","Yes","Yes"
"Goldsmiths, University of London","London","UK","Sep","BSc (Hons) in Economics with Data Science","INR 20.85L","3 yrs","60%","6","","54","INR 8.66L","No","Yes","Yes","Yes","Yes"
"Goldsmiths, University of London","London","UK","Sep","BSc (Hons) in Computer Science & Management","INR 21.41L","3 yrs","60%","6","","54","INR 8.68L","No","Yes","Yes","Yes","Yes"
"Middlesex University","London","UK","Sep","BSc Honours International Hospitality and Tourism Management","INR 17.63L","1 yrs","55%","6","","59","INR 8.79L","Yes(Max upto 5.3L)","Yes","Yes","Yes","Yes"
"Middlesex University","London","UK","Sep","BSc Honours Nursing","INR 16.99L","3 yrs","55%","7","","58","INR 8.79L","Yes(Max upto 5.3L)","Yes","Yes","Yes","Yes"
"Middlesex University","London","UK","Sep","BSc Honours Architectural Technology","INR 16.03L","3 yrs","55%","6","","59","","Yes(Max upto 5.3L)","No","Yes","Yes","Yes"
"Middlesex University","London","UK","Sep","BSc Pharmaceutical Chemistry","INR 16.03L","3 yrs","55%","6","","59","","Yes(Max upto 5.3L)","Yes","Yes","Yes","Yes"
"Middlesex University","London","UK","Sep","LLB Law with Criminology","INR 16.03L","3 yrs","55%","6","","59","","No","No","Yes","Yes","Yes"
"Middlesex University","London","UK","Sep","BSc in Cyber Security and Digital Forensics","INR 16.03L","3 yrs","55%","6","","59","","Yes(Max upto 5.3L)","Yes","Yes","Yes","Yes"
"Middlesex University","London","UK","Sep","Robotics BEng","INR 17.63L","3 yrs","55%","6","","51","INR 8.79L","Yes(Max upto 5.3L)","Yes","Yes","Yes","Yes"
"Middlesex University","London","UK","Sep","BSc Honours Psychology","INR 16.03L","3 yrs","55%","6","","59","","Yes(Max upto 5.3L)","Yes","Yes","Yes","Yes"
"Middlesex University","London","UK","Sep","BSc Honours Neuroscience","INR 16.03L","3 yrs","55%","6","","59","","Yes(Max upto 5.3L)","Yes","Yes","Yes","Yes"
"Middlesex University","London","UK","Sep","BSc Biomedical Science","INR 16.03L","3 yrs","55%","6","","59","","Yes(Max upto 5.3L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","BA Hons Architecture","INR 18.05L","3 yrs","65%","6.5","","51","INR 8.48L","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","Law, LLB Hons","INR 15.02L","3 yrs","65%","6.5","","51","INR 6.31L","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","BA Hons in Hospitality Management","INR 18.05L","3 yrs","65%","6","","46","INR 8.46L","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","Tourism Management with Language, BA Hons","INR 16.03L","3 yrs","60%","6","","","","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","Business Management and Leadership, BA Hons","INR 15.02L","3 yrs","60%","6","","","INR 4.74L","Yes(Max upto 3.4L)","No","Yes","No","Yes"
"University of Greenwich","London","UK","Jan","International Business, BA Hons","INR 18.05L","3 yrs","65%","6","","46","INR 8.48L","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","BSc Hons in Adult Nursing","INR 19.27L","3 yrs","65%","6","","","INR 6.71L","Yes(Max upto 2.2L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","BSc (Hons) Psychology","INR 18.05L","3 yrs","65%","6","","46","INR 8.46L","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","Computer Science (Cyber Security), BSc Hons","INR 15.05L","3 yrs","60%","6","","","INR 4.74L","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","BEng Hons Mechanical Engineering","INR 15.05L","3 yrs","60%","6","","","INR 4.74L","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","BEng Hons in Electrical and Electronic Engineering","INR 15.05L","3 yrs","60%","6","","","INR 4.74L","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"University of Greenwich","London","UK","Jan","BEng Hons in Chemical Engineering","INR 15.05L","3 yrs","60%","6","","46","INR 9.05L","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"Keele University","Newcastle","UK","Sep","Law- LLB (Hons)","INR 20.71L","3 yrs","75%","6.5","","62","INR 7.99L","No","No","Yes","No","No"
"Keele University","Newcastle","UK","Sep","BSc (Hons) Computer Science (Artificial Intelligence)","INR 21.98L","3 yrs","70%","6","","","","No","Yes","Yes","Yes","Yes"
"Keele University","Newcastle","UK","Sep","BSc (Hons) Bioengineering (Regenerative Medicine)","INR 21.98L","3 yrs","70%","6","","","","No","Yes","Yes","Yes","Yes"
"Keele University","Newcastle","UK","Sep","BSc (Hons) Data Science","INR 21.98L","3 yrs","70%","6","","","","No","Yes","Yes","Yes","Yes"
"Keele University","Newcastle","UK","Sep","BSc Neuroscience","INR 21.98L","3 yrs","75%","6","","59","INR 4.74L","No","Yes","Yes","Yes","Yes"
"Keele University","Newcastle","UK","Sep","BSc (Hons) Human Biology and Psychology","INR 21.98L","3 yrs","70%","6","","","","No","Yes","Yes","Yes","Yes"
"Keele University","Newcastle","UK","Sep","BSc (Hons) Forensic Science and Neuroscience","INR 21.98L","3 yrs","70%","6","","","","No","Yes","Yes","Yes","Yes"
"Keele University","Newcastle","UK","Sep","BA Economics","INR 23.25L","3 yrs","75%","6","","59","INR 4.73L","No","No","Yes","Yes","Yes"
"Keele University","Newcastle","UK","Sep","BA (Hons) Business Management","INR 23.25L","3 yrs","70%","6","","","","No","No","Yes","Yes","Yes"
"Keele University","Newcastle","UK","Sep","BA (Hons) Business Management and Media","INR 21.98L","3 yrs","70%","6","","","","No","No","Yes","Yes","Yes"
"University of Plymouth","Plymouth","UK","Sep","BMBS Bachelor of Medicine, Bachelor of Surgery","INR 41.94L","5 yrs","90%","7.5","","","INR 7.98L","No","Yes","Yes","Yes","Yes"
"University of Plymouth","Plymouth","UK","Sep","BA (Hons) Business","INR 18.16L","3 yrs","60%","6","","50","INR 8.48L","No","No","Yes","Yes","Yes"
"University of Plymouth","Plymouth","UK","Sep","BSc (Hons) Chemistry","INR 19.22L","3 yrs","60%","6","","53","INR 8.48L","No","Yes","Yes","Yes","Yes"
"University of Plymouth","Plymouth","UK","Sep","BSc (Hons) Biological Sciences","INR 19.22L","3 yrs","70%","6","","59","INR 8.81L","No","Yes","Yes","Yes","Yes"
"University of Plymouth","Plymouth","UK","Sep","BEng (Hons) Mechanical Engineering","INR 19.22L","3 yrs","60%","6","","50","INR 8.48L","No","Yes","Yes","Yes","Yes"
"University of Bradford","Bradford","UK","Sep","Bachelor of Science in Business Studies and Law","INR 19.78L","3 yrs","70%","6","","55","INR 4.57L","Yes(Max upto 3.8L)","No","Yes","Yes","Yes"
"University of Bradford","Bradford","UK","Sep","BSc (Hons) Nursing","INR 24.4L","3 yrs","70%","7","","","","Yes(Max upto 3.8L)","Yes","Yes","Yes","Yes"
"University of Bradford","Bradford","UK","Sep","Biomedical Engineering BEng (Hons)","INR 23.55L","3 yrs","70%","6","","62","INR 1.78L","Yes(Max upto 3.8L)","Yes","Yes","Yes","Yes"
"University of Bradford","Bradford","UK","Sep","Chemical Engineering BEng (Hons)","INR 23.55L","3 yrs","70%","6","","62","INR 1.78L","Yes(Max upto 3.8L)","Yes","Yes","Yes","Yes"
"University of Bradford","Bradford","UK","Sep","Mechanical Engineering BEng (Hons)","INR 23.55L","3 yrs","70%","6","","62","INR 1.78L","Yes(Max upto 3.8L)","Yes","Yes","Yes","Yes"
"University of Bradford","Bradford","UK","Sep","Software Engineering BEng (Hons)","INR 23.55L","3 yrs","70%","6","","62","INR 1.78L","Yes(Max upto 3.8L)","Yes","Yes","Yes","Yes"
"University of Bradford","Bradford","UK","Sep","BSc (Hons) in Forensic Science","INR 23.55L","3 yrs","70%","6","","62","INR 1.78L","Yes(Max upto 3.8L)","Yes","Yes","Yes","Yes"
"University of Bradford","Bradford","UK","Sep","BSc (Hons) Psychology","INR 19.78L","3 yrs","70%","6","","62","INR 1.78L","Yes(Max upto 3.8L)","Yes","Yes","Yes","Yes"
"University of Bradford","Bradford","UK","Sep","BSc (Hons) in Finance and Economics","INR 19.78L","3 yrs","70%","6","","62","INR 1.78L","Yes(Max upto 3.8L)","No","Yes","Yes","Yes"
"Aberystwyth University","Aberystwyth","UK","Sep","BSc in Accounting and Finance","INR 17.54L","3 yrs","70%","6.5","","62","INR 5.23L","No","No","Yes","No","Yes"
"Aberystwyth University","Aberystwyth","UK","Sep","BSc in Psychology","INR 17.54L","3 yrs","70%","6.5","","62","INR 5.23L","No","No","Yes","Yes","Yes"
"Aberystwyth University","Aberystwyth","UK","Sep","BEng Software Engineering","INR 16.14L","4 yrs","70%","6.5","","55","INR 5.21L","No","No","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","BEng (Hons) Architectural Engineering","INR 15.83L","4 yrs","60%","6","","55","INR 1.97L","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","Law with Criminology -LLB (Hons)","INR 16.31L","3 yrs","50%","6","","55","","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","Business Economics -BSc (Hons)","INR 16.31L","3 yrs","50%","6","","55","","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","Accounting with specialisms -BSc (Hons)","INR 16.31L","3 yrs","50%","6","","55","","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","BSc (Hons) Psychology","INR 16.82L","3 yrs","60%","6","","55","INR 6.50L","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","Health Physiology / Healthcare Science -BSc (Hons)","INR 16.31L","3 yrs","50%","6","","55","","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","Biomedical Science -BSc (Hons)","INR 16.31L","3 yrs","50%","6","","55","","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","Computer Science -BSc (Hons)","INR 17.33L","3 yrs","50%","6","","55","","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","Artificial Intelligence -BEng (Hons)","INR 17.33L","3 yrs","50%","6","","55","","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","Mechanical Engineering - BEng (Hons)","INR 17.33L","4 yrs","60%","6","","55","INR 1.25L","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"Ulster University","Belfast","UK","Sep","Electrical and Electronic Engineering -BEng (Hons)","INR 17.33L","3 yrs","50%","6","","55","","Yes(Max upto 4.3L)","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","Beng (Hons) in Aerospace Engineering","INR 16.25L","3 yrs","60%","6","","56","","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","BSc (Hons) in Computer Science with Artificial Intelligence ","INR 16.25L","3 yrs","60%","6","","56","","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","B.Eng (Hons) in Electrical and Electronic Engineering","INR 16.88L","3 yrs","70%","6","","","INR 8.69L","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","BSc (Hons) in Mechanical and Manufacturing Engineering (top-up degree) ","INR 16.25L","1 yrs","60%","6","","56","","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","Beng (Hons) in Civil Engineering","INR 16.25L","3 yrs","60%","6","","56","","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","BSc (Hons) Biological Sciences","INR 16.25L","3 yrs","60%","6","","56","INR 3.62L","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","Bachelor of Medicine, Bachelor of Surgery (BM BS)","INR 41.57L","3 yrs","60%","7","","65","","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","BSc (Hons) in International Business Management","INR 15.18L","3 yrs","60%","6","","56","","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","BSc (Hons) in Accounting and Finance","INR 16.88L","3 yrs","60%","6","","56","INR 8.29L","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","BSc (Hons) in Psychology","INR 16.25L","3 yrs","60%","6","","56","","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","BA (Hons) in Criminology","INR 16.25L","3 yrs","60%","6","","56","","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","Law LLB (Hons)","INR 15.18L","3 yrs","60%","6","","56","","No","Yes","Yes","Yes","Yes"
"University of Brighton","Brighton","UK","Sep","BSc (Hons) in International Tourism Management with Marketing ","INR 15.18L","3 yrs","60%","6","","56","","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","LLB(Hons) Law","INR 16.19L","3 yrs ","65%","6","","","","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BSc (Hons) Nursing","INR 14.33L","3 yrs","65%","7","","50","INR 5.05L","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BSc(Hons) Architecture","INR 16.72L","3 yrs","65%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BA(Hons) Criminology and Law","INR 15.13L","3 yrs","65%","6","","","","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BA(Hons) English Literature with Writing","INR 16.19L","3 yrs","65%","6","","","","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BA(Hons) Business and Events Management","INR 14.33L","3 yrs","65%","6","","50","INR 5.43L","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BA (Hons) Accounting and Finance","INR 14.33L","3 yrs","65%","6","","50","INR 6.24L","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BSc (Hons) Biological Sciences","INR 14.33L","3 yrs","65%","6","","50","INR 5.05L","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BSc(Hons) Forensic Science","INR 16.19L","3 yrs","65%","6","","","","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BEng(Hons) Robotics","INR 14.33L","3 yrs","65%","6","","50","INR 4.89L","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BEng(Hons) Aerospace Engineering with Pilot Studies","INR 16.99L","3 yrs","65%","6","","51","INR 10.74L","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BEng(Hons) Civil Engineering","INR 14.33L","3 yrs","65%","6","","","INR 5.04L","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BSc(Hons) Computer Science","INR 16.99L","3 yrs","65%","6","","51","INR 8.64L","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BEng(Hons) Electrical and Electronic Engineering","INR 16.19L","3 yrs","65%","6","","","","No","Yes","Yes","Yes","Yes"
"University of The West of England","Bristol","UK","Sep","BEng(Hons) Mechanical Engineering","INR 16.19L","3 yrs","65%","6","","","","No","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Computer Systems Engineering ","INR 21.08L","3 yrs","60%","6","","","INR 8.66L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Mechanical Engineering BEng","INR 21.08L","3 yrs","60%","6","","50","INR 8.66L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Ethical Hacking and Cybersecurity","INR 21.08L","3 yrs ","60%","6","","","INR 7.64L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Aerospace Systems Engineering BEng (Hons)","INR 21.08L","3 yrs","60%","6","","50","INR 8.66L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","BEng (Hons) Automotive Engineering","INR 21.08L","3 yrs","60%","6","","50","INR 7.84L","Yes(Max upto 3.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Civil and Environmental Engineering BEng (Hons)","INR 21.08L","3 yrs","60%","6","","50","INR 7.84L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Biomedical Science / Applied Biomedical Science BSC","INR 19.43L","3 yrs","60%","6","","50","INR 8.66L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Biological and Forensic Science BSc (Hons)","INR 19.43L","3 yrs","60%","6","","50","INR 8.66L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Mathematics BSc (Hons)","INR 16.62L","3 yrs","60%","6","","","","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Food Science BSc (Hons)","INR 19.43L","3 yrs","60%","6","","50","INR 8.66L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Business Economics BSc (Hons) with Placement year","INR 14.76L","4 yrs","60%","6","","59","INR 6.46L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","International Business Management BA (Hons)","INR 17.84L","3 yrs","60%","6","","59","INR 7.84L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Criminology and Psychology BA (Hons)","INR 15.93L","3 yrs","60%","6","","","","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Social Work BA (Hons)","INR 17.84L","3 yrs","60%","7","","","INR 8.66L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Adult Nursing BSc","INR 19.17L","3 yrs","60%","7","","","INR 7.90L","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"Coventry University","Coventry","UK","Sep","Paramedic Science BSc ","INR 15.93L","3 yrs","60%","7","","","","Yes(Max upto 13.4L)","Yes","Yes","Yes","Yes"
"University of Derby","Derby","UK","Sep","BA (Hons) in Law and Economics","INR 17.94L","3 yrs","70%","6","","","","No","Yes","Yes","Yes","Yes"
"University of Derby","Derby","UK","Sep","BA (Hons) in International Hospitality Management","INR 17.94L","3 yrs","70%","6","","","","No","Yes","Yes","Yes","Yes"
"University of Derby","Derby","UK","Sep","BA (Hons) in Interior Architecture and Venue Design","INR 17.94L","3 yrs","70%","6","","","","No","Yes","Yes","Yes","Yes"
"University of Derby","Derby","UK","Sep","BA (Hons) in Psychology and Law","INR 17.94L","3 yrs","70%","6","","","","No","Yes","Yes","Yes","Yes"
